id	image_src	name	size	type	speed	source	alignment	ac	armour_type	hp	hp_dice	strength	dexterity	constitution	intelligence	wisdom	charisma	skill	vulnerable	save	passive_perception	immune_to	condition_immune	languages	challenge_rating	senses	resistances	spells	spell_slots	traits	actions	reactions	legendary
scorpion	scorpion.png	Scorpion	tiny	beast	10 ft	Monster Manual	unaligned	11	natural armor	1	1d4-1	2	11	8	1	8	2				9				0	blindsight 10 ft					sting		
scout	scout.png	Scout	medium	"humanoid, any race"	30 ft	Monster Manual	any alignment	13	leather armor	16	3d8+3	11	14	12	11	13	11	"Nature +4, Perception +5, Stealth +6, Survival +5"			15			any one language (usually common)	0.5					keen hearing and sight	"multiattack, shortsword, longbow"		
sea_hag	sea_hag.png	Sea Hag	medium	fey	"30 ft, swim 40 ft"	Monster Manual	chaotic evil	14	natural armor	52	7d8+21	16	13	16	12	12	13				11			"aquan, common, giant"	2	darkvision 60 ft		"identify, ray of sickness, hold person, locate object, bestow curse, counterspell, lightning bolt, phantasmal killer, polymorph, contact other plane, scrying, eyebite"		"amphibious, horrific appearance, hag coven, shared spellcasting, hag eye"	"claws, death glare, illusory appearance"		
sea_horse	sea_horse.png	Sea Horse	tiny	beast	swim 20 ft	Monster Manual	unaligned	11		1	1d4-1	1	12	8	1	10	2				10				0					water breathing			
shadow	shadow.png	Shadow	medium	undead	40 ft	Monster Manual	chaotic evil	12		16	3d8+3	6	14	13	6	10	8	Stealth +4	radiant		10	"necrotic, poison"	"exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained"		0.5	darkvision 60 ft	"acid, cold, fire, lightning, thunder, bludgeoning, piercing,  slashing from nonmagical weapons"			"amorphous, shadow stealth, sunlight weakness"	strength drain		
shadow_demon	shadow_demon.png	Shadow Demon	medium	"fiend, demon"	"30 ft, fly 30 ft"	Monster Manual	chaotic evil	13		66	12d8+12	1	17	12	14	13	14	Stealth +7	radiant	"dex +5, cha +4"	11	"cold, lightning, poison"	"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained"	"abyssal, telepathy 120 ft"	4	darkvision 120 ft	"acid, fire, necrotic, thunder, bludgeoning, piercing,  slashing from nonmagical weapons"			"incorporeal movement, light sensitivity, shadow stealth"	claws		
shambling_mound	shambling_mound.png	Shambling Mound	large	plant	"20 ft, swim 20 ft"	Monster Manual	unaligned	15	natural armor	136	16d10+48	18	8	16	5	10	5	Stealth +2			10	lightning	"blinded, deafened, exhaustion"		5	blindsight 60 ft (blind beyond this radius)	"cold, fire"			lightning absorption	"multiattack, slam, engulf"		
shield_guardian	shield_guardian.png	Shield Guardian	large	construct	30 ft	Monster Manual	unaligned	17	natural armor	142	15d10+60	18	8	18	7	10	3				10	poison	"charmed, exhaustion, frightened, paralyzed, poisoned"	"understands commands given in any language, can't speak"	7	"blindsight 10 ft, darkvision 60 ft"				"bound, regeneration, spell storing"	"multiattack, fist"	shield	
shrieker	shrieker.png	Shrieker	medium	plant	0 ft	Monster Manual	unaligned	5		13	3d8	1	1	10	1	3	1				6		"blinded, deafened, frightened"		0	blindsight 30 ft (blind beyond this radius)				false appearance	shriek		
silver_dragon_wyrmling	silver_dragon_wyrmling.png	Silver Dragon Wyrmling	medium	dragon	"30 ft, fly 60 ft"	Monster Manual	lawful good	17	natural armor	45	6d8+18	19	10	17	12	11	15	"Perception +4, Stealth +2"		"dex +2, con +5, wis +2, cha +4"	14	cold		draconic	2	"blindsight 10 ft, darkvision 60 ft"					"bite, breath weapons"		
skeleton	skeleton.png	Skeleton	medium	undead	30 ft	Monster Manual	lawful evil	13	armor scraps	13	2d8+4	10	14	15	6	8	5		bludgeoning		9		poisoned	"understands all languages it spoke in life, can't speak"	0.25	darkvision 60 ft					"shortsword, shortbow"		
slaad_tadpole	slaad_tadpole.png	Slaad Tadpole	tiny	aberration	30 ft	Monster Manual	chaotic neutral	12		10	4d4	7	15	10	3	5	3	Stealth +4			7			"understands slaad, can't speak"	0.125	darkvision 60 ft	"acid, cold, fire, lightning, thunder"			magic resistance	bite		
smoke_mephit	smoke_mephit.png	Smoke Mephit	small	elemental	"30 ft, fly 30 ft"	Monster Manual	neutral evil	12		22	5d6+5	6	14	12	10	10	11	"Perception +2, Stealth +4"			12	"fire, poison"	poisoned	"auran, ignan"	0.25	darkvision 60 ft		dancing lights		"death burst, innate spellcasting"	"claws, cinder breath, variant: summon mephits"		
solar	solar.png	Solar	large	celestial	"50 ft, fly 150 ft"	Monster Manual	lawful good	21	natural armor	243	18d10+144	26	22	26	25	25	30	Perception +14		"int +14, wis +14, cha +17"	24	"necrotic, poison"	"charmed, exhaustion, frightened, poisoned"	"all, telepathy 120 ft"	21	truesight 120 ft	"radiant, bludgeoning, piercing,  slashing from nonmagical weapons"	"detect evil and good, invisibility, blade barrier, dispel evil and good, resurrection, commune, control weather"		"angelic weapons, divine awareness, innate spellcasting, magic resistance"	"multiattack, greatsword, slaying longbow, flying sword, healing touch"		"teleport, searing burst, blinding gaze"
spectator	spectator.png	Spectator	medium	aberration	"0 ft, fly 30 ft"	Monster Manual	lawful neutral	14	natural armor	39	6d8+12	8	14	14	13	14	11	Perception +6			16		prone	"deep speech, undercommon, telepathy 120 ft"	3	darkvision 120 ft					"bite, eye rays, create food and water"	spell reflection	
specter	specter.png	Specter	medium	undead	"0 ft, fly 50 ft"	Monster Manual	chaotic evil	12		22	5d8	1	14	11	10	10	11				10	"necrotic, poison"	"charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious"	"understands all languages it knew in life, can't speak"	1	darkvision 60 ft	"acid, cold, fire, lightning, thunder, bludgeoning, piercing,  slashing from nonmagical weapons"			"incorporeal movement, sunlight sensitivity"	life drain		
spider	spider.png	Spider	tiny	beast	"20 ft, climb 20 ft"	Monster Manual	unaligned	12		1	1d4-1	2	14	8	1	10	2	Stealth +4			12				0	darkvision 30 ft				"spider climb, web sense, web walker"	bite		
spined_devil	spined_devil.png	Spined Devil	small	"fiend, devil"	"20 ft, fly 40 ft"	Monster Manual	lawful evil	13	natural armor	22	5d6+5	10	15	12	11	14	8				12	"fire, poison"	poisoned	"infernal, telepathy 120 ft"	2	darkvision 120 ft	"cold, bludgeoning, piercing,  slashing from nonmagical weapons that aren't silvered"			"devil's sight, flyby, limited spines, magic resistance"	"multiattack, bite, fork, tail spine"		
spirit_naga	spirit_naga.png	Spirit Naga	large	monstrosity	40 ft	Monster Manual	chaotic evil	15	natural armor	75	10d10+20	18	17	14	16	15	16			"dex +6, con +5, wis +5, cha +6"	12	poison	"charmed, poisoned"	"abyssal, common"	8	darkvision 60 ft		"mage hand, minor illusion, ray of frost, charm person, detect magic, sleep, detect thoughts, hold person, lightning bolt, water breathing, blight, dimension door, dominate person"	"4,3,3,3,2,0,0,0,0"	"rejuvenation, spellcasting"	bite		
sprite	sprite.png	Sprite	tiny	fey	"10 ft, fly 40 ft"	Monster Manual	neutral good	15	leather armor	2	1d4	3	18	10	14	13	11	"Perception +3, Stealth +8"			13			"common, elvish, sylvan"	0.25						"longsword, shortbow, heart sight, invisibility"		
spy	spy.png	Spy	medium	"humanoid, any race"	30 ft	Monster Manual	any alignment	12		27	6d8	10	15	10	12	14	16	"Deception +5, Insight +4, Investigation +5, Perception +6, Persuasion +5, Sleight of Hand +4, Stealth +4"			16			any two languages	1					"cunning action, sneak attack"	"multiattack, shortsword, hand crossbow"		
steam_mephit	steam_mephit.png	Steam Mephit	small	elemental	"30 ft, fly 30 ft"	Monster Manual	neutral evil	10		21	6d6	5	11	10	11	10	12				10	"fire, poison"	poisoned	"aquan, ignan"	0.25	darkvision 60 ft		blur		"death burst, innate spellcasting"	"claws, steam breath, variant: summon mephits"		
stirge	stirge.png	Stirge	tiny	beast	"10 ft, fly 40 ft"	Monster Manual	unaligned	14	natural armor	2	1d4	4	16	11	2	8	6				9				0.125	darkvision 60 ft					blood drain		
stone_giant	stone_giant.png	Stone Giant	huge	giant	40 ft	Monster Manual	neutral	17	natural armor	126	11d12+55	23	15	20	10	12	9	"Athletics +12, Perception +4"		"dex +5, con +8, wis +4"	14			giant	7	darkvision 60 ft				stone camouflage	"fling, rolling rock, multiattack, greatclub, rock"	rock catching	
stone_golem	stone_golem.png	Stone Golem	large	construct	30 ft	Monster Manual	unaligned	17	natural armor	178	17d10+85	22	9	20	3	11	1				10	"poison, psychic, bludgeoning, piercing, slashing from nonmagical weapons that aren't adamantine"	"charmed, exhaustion, frightened, paralyzed, petrified, poisoned"	"understands the languages of its creator, can't speak"	10	darkvision 120 ft				"immutable form, magic resistance, magic weapons"	"multiattack, slam, slow"		
storm_giant	storm_giant.png	Storm Giant	huge	giant	"50 ft, swim 50 ft"	Monster Manual	chaotic good	16	scale mail	230	20d12+100	29	14	20	16	18	18	"Arcana +8, Athletics +14, History +8, Perception +9"		"str +14, con +10, wis +9, cha +9"	19	"lightning, thunder"		"common, giant"	13		cold	"detect magic, feather fall, levitate, light, control weather, water breathing"		"amphibious, innate spellcasting"	"multiattack, greatsword, rock, lightning strike"		
succubus/incubus	succubus_incubus.png	Succubus/Incubus	medium	"fiend, shapechanger"	"30 ft, fly 60 ft"	Monster Manual	neutral evil	15	natural armor	66	12d8+12	8	17	13	15	12	20	"Deception +9, Insight +5, Perception +5, Persuasion +9, Stealth +7"			15			"abyssal, common, infernal, telepathy 60 ft"	4	darkvision 60 ft	"cold, fire, lightning, poison, bludgeoning, piercing,  slashing from nonmagical weapons"			"telepathic bond, shapechanger"	"thunderous stomp, claw, charm, draining kiss, etherealness"		
swarm_of_bats	swarm_of_bats.png	Swarm of Bats	medium	swarm of tiny beasts	"0 ft, fly 30 ft"	Monster Manual	unaligned	12		22	5d8	5	15	10	2	12	4				11		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		0.25	blindsight 60 ft	"bludgeoning, piercing, slashing"			"echolocation, keen hearing, swarm"	bites		
swarm_of_beetles	swarm_of_beetles.png	Swarm of Beetles	medium	swarm of tiny beasts	"20 ft, burrow 5 ft, climb 20 ft"	Monster Manual	unaligned	12	natural armor	22	5d8	3	13	10	1	7	1				8		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		0.5	blindsight 10 ft	"bludgeoning, piercing, slashing"			swarm	bites		
swarm_of_centipedes	swarm_of_centipedes.png	Swarm of Centipedes	medium	swarm of tiny beasts	"20 ft, climb 20 ft"	Monster Manual	unaligned	12	natural armor	22	5d8	3	13	10	1	7	1				8		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		0.5	blindsight 10 ft	"bludgeoning, piercing, slashing"			swarm	bites		
swarm_of_insects	swarm_of_insects.png	Swarm of Insects	medium	swarm of tiny beasts	"20 ft, climb 20 ft"	Monster Manual	unaligned	12	natural armor	22	5d8	3	13	10	1	7	1				8		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		0.5	blindsight 10 ft	"bludgeoning, piercing, slashing"			swarm	bites		
swarm_of_poisonous_snakes	swarm_of_poisonous_snakes.png	Swarm of Poisonous Snakes	medium	swarm of tiny beasts	"30 ft, swim 30 ft"	Monster Manual	unaligned	14		36	8d8	8	18	11	1	10	3				10		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		2	blindsight 10 ft	"bludgeoning, piercing, slashing"			swarm	bites		
swarm_of_quippers	swarm_of_quippers.png	Swarm of Quippers	medium	swarm of tiny beasts	"0 ft, swim 40 ft"	Monster Manual	unaligned	13		28	8d8-8	13	16	9	1	7	2				8		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		1	darkvision 60 ft	"bludgeoning, piercing, slashing"			"blood frenzy, swarm, water breathing"	bites		
swarm_of_rats	swarm_of_rats.png	Swarm of Rats	medium	swarm of tiny beasts	30 ft	Monster Manual	unaligned	10		24	7d8-7	9	11	9	2	10	3				10		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		0.25	darkvision 30 ft	"bludgeoning, piercing, slashing"			"keen smell, swarm"	bites		
swarm_of_ravens	swarm_of_ravens.png	Swarm of Ravens	medium	swarm of tiny beasts	"10 ft, fly 50 ft"	Monster Manual	unaligned	12		24	7d8-7	6	14	8	3	12	6				15		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		0.25		"bludgeoning, piercing, slashing"			swarm	beaks		
swarm_of_spiders	swarm_of_spiders.png	Swarm of Spiders	medium	swarm of tiny beasts	"20 ft, climb 20 ft"	Monster Manual	unaligned	12	natural armor	22	5d8	3	13	10	1	7	1				8		"charmed, frightened, paralyzed, petrified, prone, restrained, stunned"		0.5	blindsight 10 ft	"bludgeoning, piercing, slashing"			"swarm, spider climb, web sense, web walker"	bites		
swarm_of_wasps	swarm_of_wasps.png	Swarm of Wasps	medium	swarm of tiny beasts	"5 ft, fly 30 ft"	Monster Manual	unaligned	12	natural armor	22	5d8	3	13	10	1	7	1				8		"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned"		0.5	blindsight 10 ft	"bludgeoning, piercing, slashing"			swarm	bites		
tarrasque	tarrasque.png	Tarrasque	Gargantuan	"monstrosity, titan"	40 ft	Monster Manual	unaligned	25	natural armor	676	33d20+330	30	11	30	3	11	11			"int +5, wis +9, cha +9"	10	"fire, poison, bludgeoning, piercing, slashing from nonmagical weapons"	"charmed, frightened, paralyzed, poisoned"		30	blindsight 120 ft				"legendary resistance, magic resistance, reflective carapace, siege monster"	"multiattack, bite, claw, horns, tail, frightful presence, swallow"		"attack, move, chomp"
thri-kreen	thri-kreen.png	Thri-kreen	medium	"humanoid, thri-kreen"	40 ft	Monster Manual	chaotic neutral	15	natural armor	33	6d8+6	12	15	13	8	12	7	"Perception +3, Stealth +4, Survival +3"			13			thri-kreen	1	darkvision 60 ft				"chameleon carapace, standing leap"	"multiattack, bite, claws, variant: weapons multiattack, variant: gythka, variant: chatkcha"		
thug	thug.png	Thug	medium	"humanoid, any race"	30 ft	Monster Manual	any non-good alignment	11	leather armor	32	5d8+10	15	11	14	10	10	11	Intimidation +2			10			any one language (usually common)	0.5					pack tactics	"multiattack, mace, heavy crossbow"		
tiger	tiger.png	Tiger	large	beast	40 ft	Monster Manual	unaligned	12		37	5d10+10	17	15	14	3	12	8	"Perception +3, Stealth +6"			13				1	darkvision 60 ft				"keen smell, pounce"	"bite, claw"		
treant	treant.png	Treant	huge	plant	30 ft	Monster Manual	chaotic good	16	natural armor	138	12d12+60	23	8	21	12	16	12		fire		13			"common, druidic, elvish, sylvan"	9		"bludgeoning, piercing"			"false appearance, siege monster"	"multiattack, slam, rock, animate trees"		
tribal_warrior	tribal_warrior.png	Tribal Warrior	medium	"humanoid, any race"	30 ft	Monster Manual	any alignment	12	hide armor	11	2d8+2	13	11	12	8	11	8				10			any one language	0.125					pack tactics	spear		
triceratops	triceratops.png	Triceratops	huge	beast	50 ft	Monster Manual	unaligned	13	natural armor	95	10d12+30	22	9	17	2	11	5				10				5					trampling charge	"gore, stomp"		
tridrone	tridrone.png	Tridrone	medium	construct	30 ft	Monster Manual	construct	15	natural armor	16	3d8+3	12	13	12	9	10	9				10			modron	0.5	truesight 120 ft				"axiomatic mind, disintegration"	"multiattack, fist, javelin"		
troglodyte	troglodyte.png	Troglodyte	medium	"humanoid, troglodyte"	30 ft	Monster Manual	chaotic evil	11	natural armor	13	2d8+4	14	10	14	6	10	6	Stealth +2			10			troglodyte	0.25	darkvision 60 ft				"chameleon skin, stench, sunlight sensitivity"	"multiattack, bite, claw"		
troll	troll.png	Troll	large	giant	30 ft	Monster Manual	chaotic evil	15	natural armor	84	8d10+40	18	13	20	7	9	7	Perception +2			12			giant	5	darkvision 60 ft				"keen smell, regeneration, variant: loathsome limbs"	"multiattack, bite, claw"		
twig_blight	twig_blight.png	Twig Blight	small	plant	20 ft	Monster Manual	neutral evil	13	natural armor	4	1d6+1	6	13	12	4	8	3	Stealth +3	fire		9		"blinded, deafened"	"understands common, can't speak"	0.125	blindsight 60 ft (blind beyond this radius)				false appearance	claws		
tyrannosaurus_rex	tyrannosaurus_rex.png	Tyrannosaurus Rex	huge	beast	50 ft	Monster Manual	unaligned	13	natural armor	136	13d12+52	25	10	19	2	12	9	Perception +4			14				8						"multiattack, bite, tail"		
ultroloth	ultroloth.png	Ultroloth	medium	"fiend, yugoloth"	"30 ft, fly 60 ft"	Monster Manual	neutral evil	19	natural armor	153	18d8+72	16	16	18	18	15	19	"Intimidation +9, Perception +7, Stealth +8"			17	"acid, poison"	"charmed, frightened, poisoned"	"abyssal, infernal, telepathy 120 ft"	13	truesight 120 ft	"cold, fire, lightning, bludgeoning, piercing,  slashing from nonmagical weapons"	"alter self, clairvoyance, darkness, detect magic, detect thoughts, dispel magic, invisibility, suggestion, dimension door, fear, wall of fire, fire storm, mass suggestion"		"innate spellcasting, magic resistance, magic weapons"	"multiattack, longsword, hypnotic gaze, teleport, variant: summon yugoloth"		
umber_hulk	umber_hulk.png	Umber Hulk	large	monstrosity	"30 ft, burrow 20 ft"	Monster Manual	chaotic evil	18	natural armor	93	11d10+33	20	13	16	9	10	10				10			umber hulk	5	"darkvision 120 ft, tremorsense 60 ft"				"confusing gaze, tunneler"	"multiattack, claw, mandibles"		
unicorn	unicorn.png	Unicorn	large	celestial	50 ft	Monster Manual	lawful good	12		67	9d10+18	18	14	15	11	17	16				13	poison	"charmed, paralyzed, poisoned"	"celestial, elvish, sylvan, telepathy 60 ft"	5	darkvision 60 ft		"detect evil and good, druidcraft, pass without trace, calm emotions, dispel evil and good, entangle"		"charge, innate spellcasting, magic resistance, magic weapons"	"multiattack, hooves, horn, healing touch, teleport"		"hooves, shimmering shield, heal self"
vampire	vampire.png	Vampire	medium	"undead, shapechanger"	30 ft	Monster Manual	lawful evil	16	natural armor	144	17d8+68	18	18	18	17	15	18	"Perception +7, Stealth +9"		"dex +9, wis +7, cha +9"	17			the languages it knew in life	13	darkvision 120 ft	"necrotic, bludgeoning, piercing,  slashing from nonmagical weapons"			"shapechanger, legendary resistance, misty escape, regeneration, spider climb, vampire weaknesses"	"multiattack, unarmed strike, bite, charm, children of the night"		"move, unarmed strike, bite"
vampire_spawn	vampire_spawn.png	Vampire Spawn	medium	undead	30 ft	Monster Manual	neutral evil	15	natural armor	82	11d8+33	16	16	16	11	10	12	"Perception +3, Stealth +6"		"dex +6, wis +3"	13			the languages it knew in life	5	darkvision 60 ft	"necrotic, bludgeoning, piercing,  slashing from nonmagical weapons"			"regeneration, spider climb, vampire weaknesses"	"multiattack, bite, claws"		
vampire_spellcaster	vampire_spellcaster.png	Vampire Spellcaster	medium	"undead, shapechanger"	30 ft	Monster Manual	lawful evil	16	natural armor	144	17d8+68	18	18	18	17	15	18	"Perception +7, Stealth +9"		"dex +9, wis +7, cha +9"	17			the languages it knew in life	15	darkvision 120 ft	"necrotic, bludgeoning, piercing,  slashing from nonmagical weapons"	"mage hand, prestidigitation, ray of frost, comprehend languages, fog cloud, sleep, detect thoughts, gust of wind, mirror image, animate dead, bestow curse, nondetection, blight, greater invisibility, dominate person"	"4,3,3,3,1,0,0,0,0"	"shapechanger, legendary resistance, misty escape, regeneration, spider climb, vampire weaknesses, spellcasting"	"multiattack, unarmed strike, bite, charm, children of the night"		
vampire_warrior	vampire_warrior.png	Vampire Warrior	medium	"undead, shapechanger"	30 ft	Monster Manual	lawful evil	18	plate	144	17d8+68	18	18	18	17	15	18	"Perception +7, Stealth +9"		"dex +9, wis +7, cha +9"	17			the languages it knew in life	15	darkvision 120 ft	"necrotic, bludgeoning, piercing,  slashing from nonmagical weapons"			"shapechanger, legendary resistance, misty escape, regeneration, spider climb, vampire weaknesses"	"multiattack, unarmed strike, bite, charm, children of the night, greatsword"		
veteran	veteran.png	Veteran	medium	"humanoid, any race"	30 ft	Monster Manual	any alignment	17	splint	58	9d8+18	16	13	14	10	11	10	"Athletics +5, Perception +2"			12			any one language (usually common)	3						"multiattack, longsword, shortsword, heavy crossbow"		
vine_blight	vine_blight.png	Vine Blight	medium	plant	10 ft	Monster Manual	neutral evil	12	natural armor	26	4d8+4	15	8	14	5	10	3	Stealth +1			10		"blinded, deafened"	common	0.5	blindsight 60 ft (blind beyond this radius)				false appearance	"constrict, entangling plants"		
violet_fungus	violet_fungus.png	Violet Fungus	medium	plant	5 ft	Monster Manual	unaligned	5		18	4d8	3	1	10	1	3	1				6		"blinded, deafened, frightened"		0.25	blindsight 30 ft (blind beyond this radius)				false appearance	"multiattack, rotting touch"		
vrock	vrock.png	Vrock	large	"fiend, demon"	"40 ft, fly 60 ft"	Monster Manual	chaotic evil	15	natural armor	104	11d10+44	17	15	18	8	13	8			"dex +5, wis +4, cha +2"	11	poison	poisoned	"abyssal, telepathy 120 ft"	6	darkvision 120 ft	"cold, fire, lightning, bludgeoning, piercing,  slashing from nonmagical weapons"			magic resistance	"multiattack, beak, talons, spores, stunning screech, variant: summon demon"		
vulture	vulture.png	Vulture	medium	beast	"10 ft, fly 50 ft"	Monster Manual	unaligned	10		5	1d8+1	7	10	13	2	12	4	Perception +3			13				0					"keen sight and smell, pack tactics"	beak		
warhorse	warhorse.png	Warhorse	large	beast	60 ft	Monster Manual	unaligned	11		19	3d10+3	18	12	13	2	12	7				11				0.5					trampling charge	hooves		
warhorse_skeleton	warhorse_skeleton.png	Warhorse Skeleton	large	undead	60 ft	Monster Manual	lawful evil	13	barding scraps	22	3d10+6	18	12	15	2	8	5		bludgeoning		9	poison	"exhaustion, poisoned"		0.5	darkvision 60 ft					hooves		
water_elemental	water_elemental.png	Water Elemental	large	elemental	"30 ft, swim 90 ft"	Monster Manual	neutral	14	natural armor	114	12d10+48	18	14	18	5	10	8				10	poison	"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious"	aquan	5	darkvision 60 ft	"acid, bludgeoning, piercing,  slashing from nonmagical weapons"			"water form, freeze"	"multiattack, slam, whelm"		
water_weird	water_weird.png	Water Weird	large	elemental	"0 ft, swim 60 ft"	Monster Manual	neutral	13		58	9d10+9	17	16	13	11	10	10				10	poison	"exhaustion, grappled, paralyzed, poisoned, restrained, prone, unconscious"	understands aquan but doesn't speak	3	blindsight 30 ft	"fire, bludgeoning, piercing,  slashing from nonmagical weapons"			"invisible in water, water bound"	constrict		
weasel	weasel.png	Weasel	tiny	beast	30 ft	Monster Manual	unaligned	13		1	1d4-1	3	16	8	2	12	3	"Perception +3, Stealth +5"			13				0					keen hearing and smell	bite		
werebear	werebear.png	Werebear	medium	"humanoid, human, shapechanger"	30 ft	Monster Manual	neutral good	10	"in humanoid form, 11 in bear and hybrid forms"	135	18d8+54	19	10	17	11	12	12	Perception +7			17	"bludgeoning, piercing, slashing damage from nonmagical weapons that aren't silvered"		common (can't speak in bear form)	5					"shapechanger, keen smell"	"multiattack, bite, claw, greataxe"		
wereboar	wereboar.png	Wereboar	medium	"humanoid, human, shapechanger"	30 ft	Monster Manual	neutral evil	10	"in humanoid form, 11 in boar and hybrid forms"	78	12d8+24	17	10	15	10	11	8	Perception +2			12	"bludgeoning, piercing, slashing damage from nonmagical weapons that aren't silvered"		common (can't speak in boar form)	4					"shapechanger, charge, relentless"	"multiattack, maul, tusks"		
wererat	wererat.png	Wererat	medium	"humanoid, human, shapechanger"	30 ft	Monster Manual	lawful evil	12		33	6d8+6	10	15	12	11	10	8	"Perception +2, Stealth +4"			12	"bludgeoning, piercing, slashing damage from nonmagical weapons that aren't silvered"		common (can't speak in rat form)	2	darkvision 60 ft (rat form only)				"shapechanger, keen smell"	"multiattack, bite ., shortsword, hand crossbow"		
weretiger	weretiger.png	Weretiger	medium	"humanoid, human, shapechanger"	30 ft (40 ft in tiger form)	Monster Manual	neutral	12		120	16d8+48	17	15	16	10	13	11	"Perception +5, Stealth +4"			15	"bludgeoning, piercing, slashing damage from nonmagical weapons that aren't silvered"		common (can't speak in tiger form)	4	darkvision 60 ft				"shapechanger, keen hearing and smell, pounce"	"multiattack, bite, claw, scimitar, longbow"		
werewolf	werewolf.png	Werewolf	medium	"humanoid, human, shapechanger"	30 ft (40 ft in wolf form)	Monster Manual	chaotic evil	11	"in humanoid form, 12 in wolf or hybrid form"	58	9d8+18	15	13	14	10	11	10	Perception +4			14	"bludgeoning, piercing, slashing damage from nonmagical weapons that aren't silvered"		common (can't speak in wolf form)	3					"shapechanger, keen hearing and smell"	"multiattack, bite, claws, spear"		
white_dragon_wyrmling	white_dragon_wyrmling.png	White Dragon Wyrmling	medium	dragon	"30 ft, burrow 15 ft, fly 60 ft, swim 30 ft"	Monster Manual	chaotic evil	16	natural armor	32	5d8+10	14	10	14	5	10	11	"Perception +4, Stealth +2"		"dex +2, con +4, wis +2, cha +2"	14	cold		draconic	2	"blindsight 10 ft, darkvision 60 ft"					"bite, cold breath"		
wight	wight.png	Wight	medium	undead	30 ft	Monster Manual	neutral evil	14	studded leather	45	6d8+18	15	14	16	10	13	15	"Perception +3, Stealth +4"			13	"necrotic, bludgeoning, piercing, slashing from nonmagical weapons that aren't silvered"	poisoned	the languages it knew in life	3	darkvision 60 ft				sunlight sensitivity	"multiattack, life drain, longsword, longbow"		
will-o'-wisp	will-o'-wisp.png	Will-o'-Wisp	tiny	undead	"0 ft, fly 50 ft (hover)"	Monster Manual	chaotic evil	19		22	9d4	1	28	10	13	14	11				12	"lightning, poison"	"exhaustion, grappled, paralyzed, poisoned, prone, restrained, unconscious"	the languages it knew in life	2	darkvision 120 ft	"acid, cold, fire, necrotic, thunder, bludgeoning, piercing,  slashing from nonmagical weapons"			"consume life, ephemeral, incorporeal movement, variable illumination"	"shock, invisibility"		
winged_kobold	winged_kobold.png	Winged Kobold	small	"humanoid, kobold"	"30 ft, fly 30 ft"	Monster Manual	lawful evil	13		7	3d6-3	7	16	9	8	7	8				8			"common, draconic"	0.25	darkvision 60 ft				"sunlight sensitivity, pack tactics"	"dagger, dropped rock"		
winter_wolf	winter_wolf.png	Winter Wolf	large	monstrosity	50 ft	Monster Manual	neutral evil	13	natural armor	75	10d10+20	18	13	14	7	12	8	"Perception +5, Stealth +3"			15	cold		"common, giant, winter wolf"	3					"keen hearing and smell, pack tactics, snow camouflage"	"bite, cold breath"		
wolf	wolf.png	Wolf	medium	beast	40 ft	Monster Manual	unaligned	13	natural armor	11	2d8+2	12	15	12	3	12	6	"Perception +3, Stealth +4"			13				0.25					"keen hearing and smell, pack tactics"	bite		
worg	worg.png	Worg	large	monstrosity	50 ft	Monster Manual	neutral evil	13	natural armor	26	4d10+4	16	13	13	7	11	8	Perception +4			14			"goblin, worg"	0.5	darkvision 60 ft				keen hearing and smell	bite		
wraith	wraith.png	Wraith	medium	undead	"0 ft, fly 60 ft (hover)"	Monster Manual	neutral evil	13		67	9d8+27	6	16	16	12	14	15				12	"necrotic, poison"	"charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained"	the languages it knew in life	5	darkvision 60 ft	"acid, cold, fire, lightning, thunder, bludgeoning, piercing,  slashing from nonmagical weapons that aren't silvered"			"incorporeal movement, sunlight sensitivity"	"life drain, create specter"		
wyvern	wyvern.png	Wyvern	large	dragon	"20 ft, fly 80 ft"	Monster Manual	unaligned	13	natural armor	110	13d10+39	19	10	16	5	12	6	Perception +4			14				6	darkvision 60 ft					"multiattack, bite, claws, stinger"		
xorn	xorn.png	Xorn	medium	elemental	"20 ft, burrow 20 ft"	Monster Manual	neutral	19	natural armor	73	7d8+42	17	10	22	11	10	11	"Perception +6, Stealth +3"			16			terran	5	"darkvision 60 ft, tremorsense 60 ft"	piercing  slashing from nonmagical weapons that aren't adamantine			"earth glide, stone camouflage, treasure sense"	"multiattack, bite, claw"		
